SAMPN,PERNO,PLANO,ACTNO,APURP,Act_Cat,LAT,LON,MODE,PNAME,place_type
522261,1,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27012004,-119.2619037,Auto/van/truck passenger,,Other
522261,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27012004,-119.2619037,,,Other
522261,3,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27012004,-119.2619037,Auto/van/truck passenger,,Other
522261,4,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27012004,-119.2619037,,,Other
522261,4,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27012004,-119.2619037,Auto/van/truck passenger,,Other
522416,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02166945,-117.0648777,,,Other
522416,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02166945,-117.0648777,Auto/van/truck driver,,Other
522416,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02166945,-117.0648777,Auto/van/truck driver,,Other
522416,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02166945,-117.0648777,Auto/van/truck passenger,,Other
522486,1,6,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88046033,-118.3681635,Auto/van/truck driver,,Other
522695,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.641427,-117.923384,Auto/van/truck driver,,Other
523345,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.51707149,-117.1444973,Auto/van/truck driver,,Other
523345,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.51707149,-117.1444973,Auto/van/truck driver,,Other
523345,5,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.51707149,-117.1444973,,,Other
523585,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01453584,-117.9155242,,,Other
523585,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01453584,-117.9155242,Auto/van/truck driver,,Other
523585,1,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01453584,-117.9155242,Auto/van/truck driver,,Other
523585,2,8,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01453584,-117.9155242,Auto/van/truck driver,,Other
523585,2,11,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01453584,-117.9155242,Auto/van/truck passenger,,Other
523882,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09168321,-117.760313,Auto/van/truck driver,,Other
524190,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.82760566,-118.1962277,,,Other
524532,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98954646,-118.0421003,Auto/van/truck driver,,Other
524532,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98954646,-118.0421003,,,Other
524942,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.19085912,-118.3150015,Auto/van/truck driver,,Other
524942,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.19085912,-118.3150015,,,Other
524942,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.19085912,-118.3150015,Auto/van/truck driver,,Other
525380,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.41680984,-117.6161222,,,Other
525380,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.41680984,-117.6161222,,,Other
525380,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.41680984,-117.6161222,Auto/van/truck driver,,Other
526034,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.80859232,-117.8203299,,,Other
526034,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.80859232,-117.8203299,,,Other
526047,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.21567141,-118.3730887,Auto/van/truck driver,,Other
526451,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.48276218,-117.3897714,,,Other
526524,1,2,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.87202161,-118.0439543,Auto/van/truck driver,,Other
527313,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.6945871,-117.8827976,,,Other
527648,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,32.86192282,-115.5857388,,,Other
527648,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,32.86192282,-115.5857388,Auto/van/truck driver,,Other
527711,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.7156,-117.818,Auto/van/truck driver,,Other
527740,1,7,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.054431,-117.141465,Auto/van/truck driver,,Other
527740,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.054431,-117.141465,Auto/van/truck passenger,,Other
527740,2,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.054431,-117.141465,Auto/van/truck driver,,Other
527757,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.75037119,-118.0189807,Auto/van/truck driver,,Other
527757,2,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.75037119,-118.0189807,Auto/van/truck driver,,Other
527757,3,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.75037119,-118.0189807,Bike,,Other
527757,4,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.75037119,-118.0189807,School bus,,Other
528221,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.94683728,-118.1020715,,,Other
528221,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.94683728,-118.1020715,,,Other
528313,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.03399751,-118.3066053,Walk,,Other
528340,4,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88111462,-117.3347585,,,Other
529236,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.86999463,-117.7949405,,,Other
530207,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89364215,-117.9864292,Auto/van/truck driver,,Other
530337,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.04609863,-118.4567496,,,Other
530337,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.04609863,-118.4567496,Auto/van/truck driver,,Other
530337,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.04609863,-118.4567496,,,Other
530337,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.04609863,-118.4567496,Auto/van/truck passenger,,Other
530380,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77165883,-118.1638105,,,Other
530763,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14826973,-117.250837,,,Other
530861,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91530721,-117.9330696,,,Other
530933,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12876136,-118.0568835,,,Other
531255,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91967332,-117.9504818,Auto/van/truck driver,,Other
531255,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91967332,-117.9504818,,,Other
531651,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.252758,-118.777769,Auto/van/truck driver,,Other
531651,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.252758,-118.777769,,,Other
531739,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.66049751,-117.6699875,Auto/van/truck driver,,Other
532127,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.033944,-118.462387,Auto/van/truck driver,,Other
532127,1,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.033944,-118.462387,Auto/van/truck driver,,Other
532284,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.759939,-118.310164,Auto/van/truck driver,,Other
532284,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.759939,-118.310164,Auto/van/truck driver,,Other
532648,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.6352178,-117.6459843,Auto/van/truck driver,,Other
532671,1,7,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.447086,-117.648335,Auto/van/truck driver,,Other
532978,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98653799,-116.9606008,Auto/van/truck driver,,Other
533237,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01107518,-118.4808892,Auto/van/truck driver,,Other
533508,1,10,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61041369,-117.8482731,Auto/van/truck passenger,,Other
533508,2,10,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61041369,-117.8482731,Auto/van/truck driver,,Other
533646,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.003951,-118.2486624,,,Other
533646,2,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.003951,-118.2486624,Walk,,Other
533646,3,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.003951,-118.2486624,Walk,,Other
533677,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.72090126,-116.9950888,,,Other
533679,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12848731,-117.2188646,,,Other
533780,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.2972672,-119.2931562,,,Other
533780,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.2972672,-119.2931562,,,Other
534097,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.718282,-117.997034,,,Other
534183,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13518209,-117.531746,,,Other
534183,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13518209,-117.531746,,,Other
534183,2,2,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13518209,-117.531746,Auto/van/truck driver,,Other
534442,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.6634607,-117.312806,Auto/van/truck driver,,Other
534712,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.119258,-117.717912,Auto/van/truck driver,,Other
534749,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98049613,-118.2838685,Auto/van/truck driver,,Other
534976,1,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.005302,-118.4845057,Walk,,Other
534976,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.005302,-118.4845057,,,Other
535249,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.58295399,-118.1005411,,,Other
535249,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.58295399,-118.1005411,Auto/van/truck driver,,Other
535255,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77072902,-116.4425484,,,Other
535330,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95472413,-117.2396102,,,Other
535330,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95472413,-117.2396102,Auto/van/truck driver,,Other
535330,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95472413,-117.2396102,,,Other
535330,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95472413,-117.2396102,Auto/van/truck driver,,Other
535614,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09090677,-117.9325493,Walk,,Other
535614,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09090677,-117.9325493,,,Other
535614,3,8,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09090677,-117.9325493,Auto/van/truck driver,,Other
535860,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.739258,-116.322972,Auto/van/truck driver,,Other
536509,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.56767392,-117.6639283,Auto/van/truck passenger,,Other
536864,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.968229,-118.328896,,,Other
536864,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.968229,-118.328896,Auto/van/truck passenger,,Other
537488,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.53205633,-117.6909628,Bike,,Other
537488,3,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.53205633,-117.6909628,Auto/van/truck passenger,,Other
537577,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1826556,-118.9307166,,,Other
537841,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.228614,-118.595143,,,Other
537841,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.228614,-118.595143,Auto/van/truck driver,,Other
538250,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76352827,-117.9541305,Auto/van/truck driver,,Other
538250,3,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76352827,-117.9541305,Auto/van/truck driver,,Other
538280,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.45207619,-116.8652045,,,Other
538280,2,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.45207619,-116.8652045,Auto/van/truck passenger,,Other
538307,5,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.25007048,-118.797218,Auto/van/truck passenger,,Other
538307,6,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.25007048,-118.797218,Auto/van/truck passenger,,Other
538491,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.454595,-117.654144,Auto/van/truck driver,,Other
538727,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.50867053,-117.3144788,,,Other
538892,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.51345492,-117.4053103,Auto/van/truck driver,,Other
539188,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.08797599,-118.3717051,,,Other
539648,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.042499,-117.405741,Auto/van/truck driver,,Other
540024,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.64203885,-117.6918523,Walk,,Other
540228,2,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.108519,-118.172913,Auto/van/truck driver,,Other
540228,2,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.108519,-118.172913,Auto/van/truck driver,,Other
540228,4,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.108519,-118.172913,,,Other
540228,4,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.108519,-118.172913,Auto/van/truck passenger,,Other
540320,4,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.2244208,-119.1662025,,,Other
540320,6,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.2244208,-119.1662025,Auto/van/truck driver,,Other
540629,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77156821,-118.1850854,,,Other
541070,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12363479,-117.6392689,,,Other
541372,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76854546,-118.0902562,,,Other
541372,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76854546,-118.0902562,Auto/van/truck driver,,Other
541600,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.64097093,-117.6477484,,,Other
541927,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27473386,-118.754323,,,Other
542015,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.737823,-118.005159,,,Other
542491,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14228673,-118.7159103,,,Other
542522,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.03640583,-118.3041561,,,Other
542522,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.03640583,-118.3041561,,,Other
542861,2,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,35.607211,-117.632004,Auto/van/truck driver,,Other
543000,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15922996,-119.1512811,Auto/van/truck driver,,Other
543000,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15922996,-119.1512811,,,Other
543000,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15922996,-119.1512811,Auto/van/truck driver,,Other
543000,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15922996,-119.1512811,Auto/van/truck driver,,Other
543025,1,8,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.673866,-117.957957,Auto/van/truck driver,,Other
543098,1,6,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,Auto/van/truck driver,,Other
543098,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,,,Other
543098,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,,,Other
543098,4,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,,,Other
543098,5,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,,,Other
543098,6,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61637369,-117.0699731,,,Other
544349,1,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88802013,-118.3038575,Auto/van/truck driver,,Other
544349,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88802013,-118.3038575,Auto/van/truck driver,,Other
544349,1,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88802013,-118.3038575,Auto/van/truck driver,,Other
544349,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88802013,-118.3038575,,,Other
544349,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88802013,-118.3038575,Auto/van/truck driver,,Other
544422,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.838232,-118.376386,Auto/van/truck driver,,Other
544422,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.838232,-118.376386,Auto/van/truck driver,,Other
544931,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.10370604,-118.3360645,Walk,,Other
545098,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.869287,-117.890946,Auto/van/truck driver,,Other
545098,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.869287,-117.890946,,,Other
545098,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.869287,-117.890946,Auto/van/truck passenger,,Other
545158,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.80804546,-116.5206909,Auto/van/truck driver,,Other
545495,1,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.57903018,-117.5812196,Auto/van/truck driver,,Other
545495,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.57903018,-117.5812196,Auto/van/truck driver,,Other
546154,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.836865,-117.933799,Auto/van/truck driver,,Other
546154,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.836865,-117.933799,,,Other
546154,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.836865,-117.933799,Auto/van/truck driver,,Other
546424,2,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.83673296,-118.0392365,Auto/van/truck driver,,Other
547015,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.270398,-118.726377,,,Other
547277,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.69721274,-116.3901832,Auto/van/truck driver,,Other
547277,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.69721274,-116.3901832,Auto/van/truck driver,,Other
547277,2,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.69721274,-116.3901832,Auto/van/truck passenger,,Other
547829,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.26402047,-119.2331118,,,Other
547829,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.26402047,-119.2331118,,,Other
547963,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,Auto/van/truck passenger,,Other
547963,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,Auto/van/truck passenger,,Other
547963,3,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,,,Other
547963,3,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,Auto/van/truck passenger,,Other
547963,4,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,,,Other
547963,4,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8563383,-118.0519408,Auto/van/truck passenger,,Other
548279,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13722355,-118.0709974,,,Other
548279,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13722355,-118.0709974,Auto/van/truck driver,,Other
548279,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13722355,-118.0709974,,,Other
548850,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.080032,-117.987052,,,Other
549071,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02171687,-118.4749349,,,Other
549331,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.16617273,-118.9490415,Auto/van/truck driver,,Other
549331,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.16617273,-118.9490415,Auto/van/truck driver,,Other
549391,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.94466469,-117.3721845,,,Other
549470,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.16312402,-118.3293007,Auto/van/truck driver,,Other
550507,1,7,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.25365064,-118.5807598,Auto/van/truck driver,,Other
550507,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.25365064,-118.5807598,,,Other
550692,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15027271,-117.2803495,,,Other
551178,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0253882,-118.3848484,Auto/van/truck driver,,Other
551960,2,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.90440706,-118.2893169,Auto/van/truck driver,,Other
551960,3,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.90440706,-118.2893169,Auto/van/truck passenger,,Other
551960,4,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.90440706,-118.2893169,Auto/van/truck driver,,Other
552232,5,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.875081,-117.807905,,,Other
553052,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12625182,-117.7494718,,,Other
553764,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.080298,-117.877442,,,Other
554626,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.20984622,-118.2051968,Auto/van/truck driver,,Other
554626,1,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.20984622,-118.2051968,Auto/van/truck driver,,Other
554851,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8376414,-118.3719735,Taxi/hired car/limo,,Other
555075,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.603903,-117.708656,Auto/van/truck driver,,Other
555075,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.603903,-117.708656,,,Other
555098,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.10477002,-117.8157828,Auto/van/truck driver,,Other
555169,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95221237,-118.2929438,Walk,,Other
555293,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.887207,-118.201111,,,Other
555293,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.887207,-118.201111,,,Other
555326,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02477649,-117.6980234,Auto/van/truck driver,,Other
555477,2,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13673877,-117.8251061,Auto/van/truck driver,,Other
555544,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.6136777,-117.8889985,Auto/van/truck driver,,Other
555699,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.68808968,-118.2408307,,,Other
555699,5,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.68808968,-118.2408307,,,Other
555989,2,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.043159,-118.475309,"Local bus, rapid bus",,Other
556306,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.40757283,-118.4596704,,,Other
556306,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.40757283,-118.4596704,Auto/van/truck driver,,Other
556306,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.40757283,-118.4596704,Auto/van/truck driver,,Other
556306,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.40757283,-118.4596704,,,Other
556306,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.40757283,-118.4596704,Auto/van/truck driver,,Other
556853,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.009653,-118.326234,,,Other
556853,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.009653,-118.326234,Auto/van/truck passenger,,Other
556972,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.88964249,-118.4132297,"Local bus, rapid bus",,Other
557036,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.96439184,-117.3643821,Auto/van/truck driver,,Other
557036,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.96439184,-117.3643821,Auto/van/truck driver,,Other
557036,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.96439184,-117.3643821,,,Other
557036,3,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.96439184,-117.3643821,Auto/van/truck driver,,Other
557339,1,11,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.719844,-118.057092,Auto/van/truck passenger,,Other
557339,5,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.719844,-118.057092,Auto/van/truck passenger,,Other
557339,6,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.719844,-118.057092,Auto/van/truck passenger,,Other
557402,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.895364,-118.389381,Walk,,Other
557459,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.914684,-117.990804,,,Other
557459,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.914684,-117.990804,Auto/van/truck passenger,,Other
557459,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.914684,-117.990804,,,Other
557459,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.914684,-117.990804,Auto/van/truck driver,,Other
557770,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.80461467,-118.3557923,Auto/van/truck driver,,Other
559735,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95776384,-117.3979538,Auto/van/truck driver,,Other
