SAMPN,PERNO,PLANO,ACTNO,APURP,Act_Cat,LAT,LON,MODE,PNAME,place_type
260977,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91404092,-118.3237578,,,Other
261017,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,,,Other
261017,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,Auto/van/truck driver,,Other
261017,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,,,Other
261017,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,,,Other
261017,3,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,Auto/van/truck driver,,Other
261017,3,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.47321844,-118.6477222,Auto/van/truck driver,,Other
262744,1,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.28330437,-118.5047377,Auto/van/truck driver,,Other
262862,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.54893966,-117.1723395,Auto/van/truck driver,,Other
263431,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0912788,-117.9038936,Auto/van/truck driver,,Other
264169,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60105331,-117.7167261,,,Other
264169,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60105331,-117.7167261,Auto/van/truck driver,,Other
264269,1,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09557448,-118.134603,Walk,,Other
264269,2,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09557448,-118.134603,Walk,,Other
264506,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.54438174,-118.0703414,Auto/van/truck driver,,Other
264506,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.54438174,-118.0703414,Auto/van/truck passenger,,Other
264506,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.54438174,-118.0703414,Auto/van/truck passenger,,Other
264506,4,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.54438174,-118.0703414,Auto/van/truck passenger,,Other
265145,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.64984946,-117.5795989,Auto/van/truck driver,,Other
265193,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.65765198,-117.8407876,Auto/van/truck driver,,Other
266141,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.08705086,-118.375376,Walk,,Other
266357,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.55491741,-118.0941386,Auto/van/truck driver,,Other
266951,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.6209912,-117.8650258,,,Other
268411,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05541084,-118.3804498,,,Other
268411,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05541084,-118.3804498,Auto/van/truck driver,,Other
268783,1,6,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77177591,-118.1829647,Walk,,Other
269841,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.19047626,-118.4595992,Auto/van/truck driver,,Other
270415,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.72335564,-116.2904695,,,Other
271428,3,8,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.67194012,-117.8026392,Auto/van/truck driver,,Other
271428,3,8,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.67194012,-117.8026392,Auto/van/truck driver,,Other
271610,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05111498,-118.3910824,,,Other
271630,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06466373,-117.6671242,Auto/van/truck driver,,Other
272833,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27297413,-119.2762788,,,Other
272833,1,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27297413,-119.2762788,Auto/van/truck driver,,Other
273256,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.53095571,-117.6841812,Auto/van/truck driver,,Other
273256,2,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.53095571,-117.6841812,Auto/van/truck driver,,Other
273547,1,6,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1369822,-118.836722,Auto/van/truck driver,,Other
273806,1,11,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.16342907,-118.4257317,Auto/van/truck driver,,Other
274451,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Auto/van/truck driver,,Other
274451,1,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Auto/van/truck driver,,Other
274451,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Auto/van/truck driver,,Other
274451,4,2,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Auto/van/truck driver,,Other
274451,5,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Auto/van/truck passenger,,Other
274451,5,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76824304,-117.792605,Walk,,Other
275997,1,7,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.62579343,-117.7018514,Auto/van/truck driver,,Other
275997,2,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.62579343,-117.7018514,Auto/van/truck driver,,Other
275997,4,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.62579343,-117.7018514,Auto/van/truck driver,,Other
276312,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09325104,-118.3702901,,,Other
276374,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89782752,-118.3123159,,,Other
276374,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89782752,-118.3123159,Auto/van/truck driver,,Other
276374,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89782752,-118.3123159,,,Other
277897,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.10532876,-118.2997847,,,Other
277897,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.10532876,-118.2997847,Walk,,Other
278512,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00328511,-117.6667007,Auto/van/truck driver,,Other
278512,1,6,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00328511,-117.6667007,Auto/van/truck driver,,Other
278512,1,8,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00328511,-117.6667007,Auto/van/truck driver,,Other
278512,5,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00328511,-117.6667007,,,Other
279018,1,9,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.66579107,-118.2356514,Auto/van/truck driver,,Other
279389,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.16896103,-118.403037,Auto/van/truck driver,,Other
279422,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05799061,-118.3130156,,,Other
279422,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05799061,-118.3130156,,,Other
281842,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02572716,-118.4966877,,,Other
281899,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89629631,-117.3364677,,,Other
281899,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89629631,-117.3364677,,,Other
282130,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14310828,-116.3173498,Auto/van/truck driver,,Other
283152,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06451484,-118.3077906,,,Other
283152,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06451484,-118.3077906,"Local bus, rapid bus",,Other
283398,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15643908,-119.1506941,Auto/van/truck driver,,Other
283398,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15643908,-119.1506941,,,Other
283398,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15643908,-119.1506941,Auto/van/truck driver,,Other
283506,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.41504801,-118.4611403,,,Other
283983,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14614716,-118.8221721,,,Other
283983,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14614716,-118.8221721,,,Other
283983,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14614716,-118.8221721,Auto/van/truck driver,,Other
284098,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77052639,-117.7898602,Auto/van/truck driver,,Other
284365,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14961227,-118.0442735,,,Other
284365,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14961227,-118.0442735,,,Other
284776,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.11747357,-117.7974379,,,Other
284776,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.11747357,-117.7974379,,,Other
285235,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.97071277,-118.3870823,Auto/van/truck driver,,Other
286972,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.17453642,-118.131288,,,Other
286972,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.17453642,-118.131288,,,Other
286972,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.17453642,-118.131288,,,Other
286972,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.17453642,-118.131288,,,Other
286972,2,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.17453642,-118.131288,Auto/van/truck driver,,Other
287036,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.46331118,-118.5303208,,,Other
287036,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.46331118,-118.5303208,,,Other
287036,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.46331118,-118.5303208,,,Other
287036,4,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.46331118,-118.5303208,,,Other
287036,5,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.46331118,-118.5303208,,,Other
287320,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61069796,-117.7543992,,,Other
287655,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0435941,-118.343469,,,Other
287655,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0435941,-118.343469,Auto/van/truck driver,,Other
287655,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0435941,-118.343469,Auto/van/truck driver,,Other
287822,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.27008125,-118.4728758,,,Other
288301,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.95672109,-118.3388531,Auto/van/truck driver,,Other
288642,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68416558,-118.0134565,,,Other
288642,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68416558,-118.0134565,,,Other
288642,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68416558,-118.0134565,Auto/van/truck driver,,Other
288806,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15420738,-118.1331066,,,Other
289181,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.84220096,-117.9434466,Auto/van/truck passenger,,Other
289181,3,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.84220096,-117.9434466,Auto/van/truck passenger,,Other
289181,4,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.84220096,-117.9434466,Auto/van/truck passenger,,Other
289819,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.03089292,-118.3428233,,,Other
289819,1,8,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.03089292,-118.3428233,Walk,,Other
290359,1,8,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15941569,-118.4260684,Auto/van/truck driver,,Other
290359,2,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15941569,-118.4260684,Auto/van/truck passenger,,Other
290648,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13426578,-117.8426761,,,Other
290648,4,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13426578,-117.8426761,,,Other
290648,5,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13426578,-117.8426761,,,Other
291340,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98179095,-118.3857473,,,Other
291340,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98179095,-118.3857473,Auto/van/truck driver,,Other
292802,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14186088,-117.4386042,,,Other
292802,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14186088,-117.4386042,,,Other
292802,3,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.14186088,-117.4386042,Auto/van/truck driver,,Other
292812,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02861555,-118.4073072,,,Other
292812,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.02861555,-118.4073072,Auto/van/truck passenger,,Other
293192,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12066089,-117.6633468,,,Other
293347,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91662798,-117.8927036,,,Other
293347,4,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91662798,-117.8927036,,,Other
293347,5,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91662798,-117.8927036,,,Other
293882,2,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01330732,-118.4770007,Auto/van/truck driver,,Other
293882,3,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01330732,-118.4770007,Auto/van/truck passenger,,Other
293882,4,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01330732,-118.4770007,Auto/van/truck passenger,,Other
294551,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76486544,-116.2982665,,,Other
294551,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76486544,-116.2982665,Auto/van/truck driver,,Other
294551,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76486544,-116.2982665,Auto/van/truck driver,,Other
295793,3,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.61033187,-117.6882612,Auto/van/truck driver,,Other
296152,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1619985,-118.3603349,Auto/van/truck driver,,Other
296152,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1619985,-118.3603349,Auto/van/truck driver,,Other
296152,1,10,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1619985,-118.3603349,Auto/van/truck passenger,,Other
296152,2,9,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1619985,-118.3603349,Auto/van/truck driver,,Other
296762,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.64047873,-117.6669212,Auto/van/truck driver,,Other
297031,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07904631,-117.7688241,,,Other
297031,2,6,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07904631,-117.7688241,Auto/van/truck driver,,Other
297031,2,8,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07904631,-117.7688241,Auto/van/truck driver,,Other
298846,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8750352,-118.3013558,,,Other
298846,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8750352,-118.3013558,Auto/van/truck driver,,Other
298846,1,6,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.8750352,-118.3013558,Auto/van/truck driver,,Other
299841,1,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.12063428,-118.1181321,Auto/van/truck passenger,,Other
302865,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.23296281,-119.1936086,,,Other
302865,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.23296281,-119.1936086,Walk,,Other
302865,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.23296281,-119.1936086,Auto/van/truck driver,,Other
302999,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06070349,-118.3917512,,,Other
303436,4,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.83874676,-117.8357274,Auto/van/truck passenger,,Other
303781,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91854569,-118.3666882,,,Other
303781,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91854569,-118.3666882,,,Other
303781,4,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.91854569,-118.3666882,,,Other
303793,2,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.26415921,-119.1672787,Auto/van/truck driver,,Other
303928,1,8,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.21528635,-118.899779,Auto/van/truck driver,,Other
303928,2,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.21528635,-118.899779,Auto/van/truck driver,,Other
304039,2,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.08623921,-118.3718329,Auto/van/truck driver,,Other
304994,1,5,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98420191,-117.9560124,Auto/van/truck driver,,Other
304994,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98420191,-117.9560124,,,Other
304994,3,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.98420191,-117.9560124,Auto/van/truck driver,,Other
305372,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1606633,-117.2521743,Walk,,Other
306043,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,,,Other
306043,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,Auto/van/truck driver,,Other
306043,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,Auto/van/truck driver,,Other
306043,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,Auto/van/truck driver,,Other
306043,1,8,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,Auto/van/truck driver,,Other
306043,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,,,Other
306043,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07610858,-118.0268488,Auto/van/truck driver,,Other
307007,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.05477489,-118.4672543,,,Other
307009,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60042582,-117.647358,,,Other
307009,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60042582,-117.647358,Auto/van/truck driver,,Other
307009,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60042582,-117.647358,,,Other
307009,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60042582,-117.647358,Auto/van/truck driver,,Other
307009,2,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.60042582,-117.647358,Auto/van/truck driver,,Other
307043,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.63858084,-117.8037219,Auto/van/truck driver,,Other
307043,1,3,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.63858084,-117.8037219,Auto/van/truck driver,,Other
307043,1,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.63858084,-117.8037219,Auto/van/truck driver,,Other
307462,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06233735,-118.1361253,,,Other
307603,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76181601,-116.8906849,,,Other
309445,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.9366005,-118.0310416,Auto/van/truck driver,,Other
309445,2,7,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.9366005,-118.0310416,Auto/van/truck driver,,Other
310464,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76612774,-118.0909701,Auto/van/truck passenger,,Other
310464,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76612774,-118.0909701,,,Other
310464,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.76612774,-118.0909701,Auto/van/truck driver,,Other
310697,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07603065,-117.8772991,,,Other
310697,1,4,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07603065,-117.8772991,Auto/van/truck driver,,Other
311427,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.50012497,-117.737539,,,Other
311427,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.50012497,-117.737539,Auto/van/truck driver,,Other
311427,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.50012497,-117.737539,,,Other
311427,3,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.50012497,-117.737539,Auto/van/truck driver,,Other
311825,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.09138987,-118.2143043,,,Other
312253,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89772712,-118.4169928,Auto/van/truck driver,,Other
312253,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89772712,-118.4169928,Auto/van/truck driver,,Other
312253,2,6,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.89772712,-118.4169928,Walk,,Other
312801,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.28683642,-118.4966462,,,Other
312801,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.28683642,-118.4966462,,,Other
312801,3,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.28683642,-118.4966462,,,Other
312801,4,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.28683642,-118.4966462,,,Other
313010,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.99670007,-117.9522357,Auto/van/truck driver,,Other
313010,2,9,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.99670007,-117.9522357,Auto/van/truck passenger,,Other
313010,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.99670007,-117.9522357,,,Other
313415,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,32.83282708,-115.3892537,,,Other
313415,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,32.83282708,-115.3892537,Auto/van/truck driver,,Other
313689,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68226814,-117.9982815,,,Other
313689,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68226814,-117.9982815,Auto/van/truck driver,,Other
313689,2,3,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.68226814,-117.9982815,Auto/van/truck driver,,Other
314373,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15976238,-117.2619404,,,Other
314373,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.15976238,-117.2619404,Auto/van/truck driver,,Other
315224,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.01779924,-117.0387918,Bike,,Other
315255,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.06609313,-118.4035335,,,Other
315337,1,6,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00460053,-118.302393,Auto/van/truck driver,,Other
315337,2,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.00460053,-118.302393,Auto/van/truck driver,,Other
315499,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.42621056,-114.7320845,,,Other
316245,2,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77624928,-118.1567165,,,Other
316245,3,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77624928,-118.1567165,,,Other
316245,4,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.77624928,-118.1567165,,,Other
317136,1,11,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.04496673,-118.250136,Walk,,Other
317625,1,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,,,Other
317625,1,10,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck driver,,Other
317625,2,1,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,,,Other
317625,2,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck driver,,Other
317625,2,10,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck driver,,Other
317625,3,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,,,Other
317625,3,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck passenger,,Other
317625,4,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck passenger,,Other
317625,5,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.61921519,-117.8402404,Auto/van/truck passenger,,Other
317674,1,5,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.0976701,-118.2497444,Auto/van/truck driver,,Other
318770,1,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.4120608,-117.2634295,,,Other
318770,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.4120608,-117.2634295,,,Other
318888,1,4,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13488617,-118.2359865,Auto/van/truck driver,,Other
318888,1,8,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13488617,-118.2359865,Auto/van/truck driver,,Other
318888,1,10,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.13488617,-118.2359865,Auto/van/truck driver,,Other
319314,1,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.85095798,-118.3763412,Auto/van/truck driver,,Other
319595,1,5,3,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07608581,-117.4445694,Auto/van/truck driver,,Other
319595,2,1,2,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.07608581,-117.4445694,,,Other
320095,1,7,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.85899175,-117.2568511,Auto/van/truck driver,,Other
320396,2,4,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,34.1484329,-118.1280159,Auto/van/truck driver,,Other
320777,1,1,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.63428394,-117.824051,,,Other
320777,1,3,1,ALL OTHER ACTIVITIES AT MY HOME,Personal,33.63428394,-117.824051,Auto/van/truck driver,,Other
